date,value
2025-03-07,1000000.0
2025-03-10,999849.85
2025-03-11,999849.85
2025-03-12,999849.85
2025-03-13,999849.85
2025-03-14,999849.85
2025-03-17,999849.85
2025-03-18,999849.85
2025-03-19,999849.85
2025-03-20,1027014.9779783394
2025-03-21,1027014.9779783394
2025-03-24,1027014.9779783394
2025-03-25,1027014.9779783394
2025-03-26,1027014.9779783394
2025-03-27,1027014.9779783394
2025-03-28,1027014.9779783394
2025-03-31,1026860.771679396
2025-04-01,1026860.771679396
2025-04-02,1026860.771679396
2025-04-03,1026860.771679396
2025-04-07,1026860.771679396
2025-04-08,1046660.304873173
2025-04-09,1046660.304873173
2025-04-10,1060085.1464656538
2025-04-11,1060085.1464656538
2025-04-14,1059925.974680912
2025-04-15,1059925.974680912
2025-04-16,1069608.3072298276
2025-04-17,1069447.705542497
2025-04-18,1069447.705542497
2025-04-21,1069447.705542497
2025-04-22,1069447.705542497
2025-04-23,1069447.705542497
2025-04-24,1069447.705542497
2025-04-25,1069447.705542497
2025-04-28,1075919.5417780988
2025-04-29,1075757.992458901
2025-04-30,1075757.992458901
2025-05-06,1055120.9491939766
2025-05-07,1054962.522783455
2025-05-08,1054962.522783455
2025-05-09,1068343.852476493
2025-05-12,1068183.4406470438
2025-05-13,1062383.9129773602
2025-05-14,1062224.3960328265
2025-05-15,1059899.8303337996
2025-05-16,1059740.686374275
2025-05-19,1055128.3384260754
2025-05-20,1054969.9109060606
2025-05-21,1053229.6349810776
2025-05-22,1053071.4925513852
2025-05-23,1051334.3482529293
2025-05-26,1051176.4904005392
2025-05-27,1051176.4904005392
2025-05-28,1051176.4904005392
2025-05-29,1051176.4904005392
2025-05-30,1051176.4904005392
2025-06-03,1051176.4904005392
2025-06-04,1048287.2764478885
2025-06-05,1048129.8761133298
2025-06-06,1048129.8761133298
2025-06-09,1048129.8761133298
2025-06-10,1048129.8761133298
2025-06-11,1048129.8761133298
2025-06-12,1048129.8761133298
2025-06-13,1048129.8761133298
2025-06-16,1048129.8761133298
2025-06-17,1048129.8761133298
2025-06-18,1046981.2817061766
2025-06-19,1046981.2817061766
2025-06-20,1046981.2817061766
2025-06-23,1046981.2817061766
2025-06-24,1046981.2817061766
2025-06-25,1046981.2817061766
2025-06-26,1046981.2817061766
2025-06-27,1046981.2817061766
2025-06-30,1046981.2817061766
2025-07-01,1046981.2817061766
2025-07-02,1046981.2817061766
2025-07-03,1046824.0774667284
2025-07-04,1046824.0774667284
2025-07-07,1046824.0774667284
2025-07-08,1046824.0774667284
2025-07-09,1046824.0774667284
2025-07-10,1046824.0774667284
2025-07-11,1046824.0774667284
2025-07-14,1046824.0774667284
2025-07-15,1046824.0774667284
2025-07-16,1046824.0774667284
2025-07-17,1046824.0774667284
2025-07-18,1046824.0774667284
2025-07-21,1046824.0774667284
2025-07-22,1046824.0774667284
2025-07-23,1046824.0774667284
2025-07-24,1046824.0774667284
2025-07-25,1046824.0774667284
2025-07-28,1046824.0774667284
2025-07-29,1046824.0774667284
2025-07-30,1046824.0774667284
2025-07-31,1014162.8675461799
2025-08-01,1014010.5909916179
2025-08-04,1014010.5909916179
2025-08-05,1014010.5909916179
2025-08-06,1014010.5909916179
2025-08-07,1014010.5909916179
2025-08-08,1014010.5909916179
2025-08-11,1014010.5909916179
2025-08-12,1014010.5909916179
2025-08-13,1014010.5909916179
2025-08-14,1014010.5909916179
2025-08-15,1014010.5909916179
2025-08-18,1014010.5909916179
2025-08-19,1014010.5909916179
2025-08-20,1014010.5909916179
2025-08-21,1014010.5909916179
2025-08-22,1014010.5909916179
2025-08-25,1014010.5909916179
2025-08-26,1014010.5909916179
2025-08-27,1014010.5909916179
2025-08-28,1014010.5909916179
2025-08-29,979505.5872920246
2025-09-01,979505.5872920246
2025-09-02,979505.5872920246
2025-09-03,979505.5872920246
2025-09-04,979505.5872920246
2025-09-05,979505.5872920246
2025-09-08,979505.5872920246
2025-09-09,979505.5872920246
2025-09-10,979505.5872920246
2025-09-11,979505.5872920246
2025-09-12,979505.5872920246
2025-09-15,979505.5872920246
2025-09-16,979505.5872920246
2025-09-17,979505.5872920246
2025-09-18,979505.5872920246
2025-09-19,979505.5872920246
2025-09-22,979505.5872920246
2025-09-23,979358.5145280927
2025-09-24,979358.5145280927
2025-09-25,986844.2847785985
2025-09-26,986844.2847785985
2025-09-29,986696.1101092389
2025-09-30,981657.6877289437
2025-10-09,981510.2918271312
2025-10-10,981510.2918271312
2025-10-13,981510.2918271312
2025-10-14,985010.016067622
2025-10-15,984862.1168137095
2025-10-16,986553.8429853631
2025-10-17,986405.7119258388
2025-10-20,986385.0998209716
2025-10-21,986385.0998209716
2025-10-22,986385.0998209716
2025-10-23,986385.0998209716
2025-10-24,986385.0998209716
2025-10-27,986385.0998209716
2025-10-28,986385.0998209716
2025-10-29,986385.0998209716
2025-10-30,986385.0998209716
2025-10-31,986385.0998209716
2025-11-03,986385.0998209716
2025-11-04,986385.0998209716
2025-11-05,986385.0998209716
2025-11-06,986385.0998209716
2025-11-07,986385.0998209716
2025-11-10,986385.0998209716
2025-11-11,986385.0998209716
2025-11-12,986385.0998209716
2025-11-13,986385.0998209716
2025-11-14,986385.0998209716
2025-11-17,986385.0998209716
2025-11-18,986385.0998209716
2025-11-19,986236.9940982335
2025-11-20,986236.9940982335
2025-11-21,990503.0201715205
2025-11-24,990354.2961430418
2025-11-25,984942.9870858082
2025-11-26,984795.0978962972
2025-11-27,983924.1702930024
2025-11-28,983776.4340788329
2025-12-01,983776.4340788329
2025-12-02,983776.4340788329
2025-12-03,983776.4340788329
2025-12-04,983776.4340788329
2025-12-05,983776.4340788329
2025-12-08,983776.4340788329
2025-12-09,983776.4340788329
2025-12-10,983776.4340788329
2025-12-11,983776.4340788329
2025-12-12,983776.4340788329
2025-12-15,964196.3592887538
2025-12-16,964196.3592887538
2025-12-17,964196.3592887538
2025-12-18,964196.3592887538
2025-12-19,964196.3592887538
2025-12-22,964196.3592887538
2025-12-23,964196.3592887538
2025-12-24,964196.3592887538
2025-12-25,964196.3592887538
2025-12-26,964196.3592887538
2025-12-29,964196.3592887538
2025-12-30,964196.3592887538
2025-12-31,964196.3592887538
2026-01-05,964196.3592887538
2026-01-06,964196.3592887538
2026-01-07,964196.3592887538
2026-01-08,964196.3592887538
2026-01-09,964196.3592887538
2026-01-12,964051.5852054066
2026-01-13,964051.5852054066
2026-01-14,964051.5852054066
2026-01-15,964051.5852054066
2026-01-16,964051.5852054066
2026-01-19,964051.5852054066
2026-01-20,964051.5852054066
2026-01-21,960337.7118671063
2026-01-22,960337.7118671063
2026-01-23,960193.5171596694
2026-01-26,960193.5171596694
2026-01-27,960193.5171596694
2026-01-28,960263.4337234775
2026-01-29,960263.4337234775
2026-01-30,960119.250168904
2026-02-02,955804.3790240693
2026-02-03,955804.3790240693
2026-02-04,955804.3790240693
2026-02-05,955660.8649965588
2026-02-06,960099.1338069043
2026-02-09,959954.9749219632
2026-02-10,959455.0238250396
2026-02-11,959310.9616532123
2026-02-12,957194.9006052285
2026-02-13,957051.1777909026
2026-02-24,949510.4870855854
2026-02-25,949367.9180859495
2026-02-26,949367.9180859495
2026-02-27,949367.9180859495
2026-03-02,949367.9180859495
2026-03-03,949367.9180859495
